sweep,rpm,temp,band,p_total,p_broad,p_line,line_share
sweep_914,2828.19,50.0,AE_500-1000kHz,8.486397617596815e-05,7.484176819678014e-05,2.020571134844907e-05,0.23809527032473574
sweep_914,2828.19,50.0,AE_1000-2000kHz,1.2606908893249802e-06,1.1686433295741683e-06,2.5367876447106673e-07,0.20122201771989925
sweep_1596,2828.19,50.0,AE_20-500kHz,0.01654067114023273,0.009092607700668021,0.008286663981352091,0.5009871673946777
sweep_1596,2828.19,50.0,AE_500-1000kHz,8.418900422642223e-05,7.630736814908483e-05,1.8343124804355124e-05,0.21788029176615728
sweep_1596,2828.19,50.0,AE_1000-2000kHz,1.379881206781321e-06,1.2718187703043812e-06,2.840442504575684e-07,0.20584688671869333
sweep_1597,2828.19,50.0,AE_20-500kHz,0.0027090449247245364,0.00217017293070015,0.0007549885862077027,0.2786917925639318
sweep_1597,2828.19,50.0,AE_500-1000kHz,6.866673925132916e-05,6.042936388609443e-05,1.7280402907569267e-05,0.2516560870077252
sweep_1597,2828.19,50.0,AE_1000-2000kHz,1.2379860571962105e-06,1.1484033207994223e-06,2.452767105168671e-07,0.19812558396042806
sweep_246,2828.45,45.0,AE_20-500kHz,0.002119879392124698,0.0016585743309861646,0.0005844337719457401,0.2756919917788237
sweep_246,2828.45,45.0,AE_500-1000kHz,8.133852629432217e-05,7.058797421693657e-05,1.9748602869583896e-05,0.2427951890611331
sweep_246,2828.45,45.0,AE_1000-2000kHz,1.211592929257297e-06,1.1254810552395456e-06,2.4114412616816625e-07,0.19903064828546577
sweep_1594,2840.51,49.0,AE_20-500kHz,0.013811074580031195,0.010579471197711566,0.003975021523359755,0.28781406546794397
sweep_1594,2840.51,49.0,AE_500-1000kHz,8.658287417516129e-05,7.587619614937076e-05,2.1293787909870358e-05,0.24593533204721305
sweep_1594,2840.51,49.0,AE_1000-2000kHz,1.3705879496660104e-06,1.26898174519687e-06,2.74166426411508e-07,0.2000356317727132
sweep_047,14.53,49.0,AE_20-500kHz,2.0605824195492654e-05,9.394236421436263e-06,1.2385937070221512e-05,0.6010891363875088
sweep_047,14.53,49.0,AE_500-1000kHz,2.817083152115563e-05,1.5066972751066994e-05,1.4575773855554254e-05,0.5174065893159097
sweep_047,14.53,49.0,AE_1000-2000kHz,3.830263082332814e-05,3.06293681863104e-05,1.1872448717954479e-05,0.3099643147938441
sweep_048,14.53,49.0,AE_20-500kHz,2.15113060418661e-05,8.749834911711147e-06,1.4033388100639814e-05,0.6523726673465347
sweep_048,14.53,49.0,AE_500-1000kHz,2.9376148617688907e-05,1.387862890590257e-05,1.7132222988098914e-05,0.5832018080744156
sweep_048,14.53,49.0,AE_1000-2000kHz,3.990152214979387e-05,3.327700332903532e-05,1.1431355433784912e-05,0.28648920687462964
sweep_049,14.53,49.0,AE_20-500kHz,2.2119678947784807e-05,9.99099427780544e-06,1.3538066173464491e-05,0.6120371912007462
sweep_049,14.53,49.0,AE_500-1000kHz,3.05714815675692e-05,1.5106520655506697e-05,1.713499570823407e-05,0.5604895422016837
sweep_049,14.53,49.0,AE_1000-2000kHz,4.6174536784828476e-05,3.910511616340899e-05,1.2093249503259022e-05,0.26190299557552876
