,AE_1000-2000kHz__complexity,AE_500-1000kHz__normalized_frequency_std,shape_factor,AE_500-1000kHz__dominant_frequency,AE_500-1000kHz__peak,AE_1000-2000kHz__complexity^2,AE_1000-2000kHz__complexity AE_500-1000kHz__normalized_frequency_std,AE_1000-2000kHz__complexity shape_factor,AE_1000-2000kHz__complexity AE_500-1000kHz__dominant_frequency,AE_1000-2000kHz__complexity AE_500-1000kHz__peak,AE_500-1000kHz__normalized_frequency_std^2,AE_500-1000kHz__normalized_frequency_std shape_factor,AE_500-1000kHz__normalized_frequency_std AE_500-1000kHz__dominant_frequency,AE_500-1000kHz__normalized_frequency_std AE_500-1000kHz__peak,shape_factor^2,shape_factor AE_500-1000kHz__dominant_frequency,shape_factor AE_500-1000kHz__peak,AE_500-1000kHz__dominant_frequency^2,AE_500-1000kHz__dominant_frequency AE_500-1000kHz__peak,AE_500-1000kHz__peak^2
46,0.507234814320019,0.035609230593724166,-0.005309674649915327,-0.08855126505207485,-0.00609571025425022,0.053436376510422115,0.01231948812614666,-0.022324558188787272,0.030412990343267488,0.001111817078096665,-0.0037756132018948677,0.026333134770149685,0.007012970639658512,0.0015520214178018131,-0.011740308417464915,-0.01883899849754644,0.00021087300425099939,-0.0355673845860021,-0.004385527598336173,-0.0005647092397514674
47,0.47169956302701205,0.037661979846925535,-0.004237730521686676,-0.08797817705437834,-0.006006754805230209,0.013645244734193264,0.010372974691511834,-0.034098757564979744,0.047231823745955304,0.0008651762275121051,-0.002735601365858162,0.03170071543968483,0.006476370099201599,0.0017058477184427004,-0.012877598124897376,-0.0218418293274423,0.001373690376506242,-0.035912514404648876,-0.003871572712071122,-0.003155296797487188
48,0.4849253152435655,0.03512117989931962,-0.006865513783358698,-0.08878050025115346,-0.005460341485409383,0.028135743352886693,0.006643476395238211,-0.012278061730497308,0.03967850302180016,0.0006770690679972135,-0.004015198981787429,0.01647452918420286,0.007130817575944426,0.0010662752715610412,-0.009724685053146175,-0.014552415807243726,-0.0005212052550406598,-0.03542878138573987,-0.0017907173014033745,-0.018238567063271722
49,-0.706584141912073,0.02927266393641908,0.013838939426930142,-0.08580044266313158,0.006319636752730476,0.24165562014681755,-0.20725575015558784,0.05653103721515238,0.5542416873228729,0.002026357827661929,-0.006656677037511054,0.14223578123656674,0.009157851682373859,-0.006340064414810305,-0.001158703107007765,-0.0700416881481725,-0.006335986938700537,-0.037206051972763145,0.04662338474526256,0.003539965076982205
50,0.4570997818545176,0.028815325650912514,-0.026731249559220745,-0.09130208744101813,-0.0066407362544387664,-0.001911144547590215,-0.01404788626674493,0.13243804229241524,0.04657951258362657,0.001071095949523361,-0.006845368118337581,-0.08640385391125163,0.008755273581508594,0.0011414559769257783,0.05399783177619321,0.04156987539272748,-0.02394802715535583,-0.0338833553228365,-0.007416386390703125,0.016133334420613
51,0.46052110050225026,0.05117877230255495,0.0013301330186764478,-0.08900973545023207,-0.005743209119553044,0.0016929672638545633,0.040925439326379175,-0.07684434836561137,0.049910681252893815,0.0006807242949672222,0.005416303479206422,0.0716709571777402,0.0023334845047544715,0.0028703180368957093,-0.015484893576786037,-0.0369222478936256,0.006913601242805053,-0.03528986317244704,-0.0030266850500385305,-0.01060837675713869
52,0.5207057679071762,0.03711504623333152,-0.005230769973969904,-0.09279211623502907,-0.006910973514214628,0.06923493113241769,0.019108936896675397,-0.02164844062775593,0.014386941211553797,0.0016096754742096293,-0.003017803640422399,0.025231678457801485,0.006052539004130085,0.002297099491582264,-0.011831017296332944,-0.018320243408429204,-0.0005686094453725743,-0.03295223264682439,-0.009001402621752374,0.024939057761331332
53,0.46227041171131855,0.033101635519821836,-0.018201843908540016,-0.09313596903364699,-0.00585416828709161,0.003545526299985685,-0.0027304186940537746,0.07036790728574858,0.040340507884498354,0.0007413295289440971,-0.004975228286608231,-0.05262980602352292,0.007251807380308805,0.0011286746677565316,0.018007443427437556,0.018668958482355506,-0.012051077893914958,-0.03273546810494577,-0.004497223517471748,-0.007510903096508574
54,0.4394381341058477,0.04703193580273792,-0.00982763167877162,-0.09714758501752259,-0.007239409577282067,-0.020113543421379162,0.02545116095992835,0.0033897863928981017,0.04264477200433306,0.001223080297479682,0.0026746629576148975,-0.0255404274912049,0.00234024933964444,0.003784831568110891,-0.004692625299493193,-0.003980695622418642,-0.006427443365009728,-0.030154177533360034,-0.011738840719774416,0.0361110199166594
55,0.43362769791546407,0.031276075121182925,-0.028437910880404635,-0.08694661865852461,-0.006201226128793896,-0.02595432134100416,-0.012256432306514574,0.13448242560885101,0.06589315508508205,0.0007331689796249041,-0.005799558884277113,-0.1083423354126439,0.008461937222991715,0.001155838252703865,0.06275856823756368,0.0428587254041358,-0.023683528868055505,-0.03652878662298132,-0.004410792894925481,0.002557186482603076
