sensor,feature,marg_rpm,marg_temp,marg_kappa,cond_rpm,cond_rpm_lo,cond_rpm_hi,cond_temp,cond_temp_lo,cond_temp_hi
US,US_10-20kHz__shape_factor,-0.33225222690502026,-0.015163256381491767,-0.12908520072958038,-0.26620740718764513,-0.42267116048632414,-0.09384802061750247,-0.15041923622920872,-0.5014566511373908,0.060251553032698836
US,US_10-20kHz__margin_factor,-0.4995721464242639,-0.002584720868770858,-0.2918614427108197,-0.38965643742880385,-0.5188266881031632,-0.28942674660018974,-0.09146507427902725,-0.461417297690258,0.06116648860637561
US,US_10-20kHz__mobility,-0.24121772799402486,0.7019062464966168,-0.5779212158304335,-0.09646675075102085,-0.28260127968408055,0.09675859681957279,0.7794299058887741,0.7412405393526453,0.7961898489747916
US,US_10-20kHz__complexity,0.0023481042710717928,0.5721026225438667,-0.3410492382775874,0.07462933561288922,-0.008736836315406005,0.2272795091868131,0.6090788505443745,0.4745577506398389,0.6905544099328638
US,US_10-20kHz__dominant_frequency,-0.11630061360327747,-0.0024478462031036438,-0.07269038572879157,-0.08640199157521238,-0.1323975949427877,-0.048070380136046094,0.01169425726170288,-0.08556240130993893,0.09530951546538087
US,US_10-20kHz__center_frequency,0.18049792487195745,-0.06436668799772179,0.16118820944121745,0.16352968989593678,0.12416552845618486,0.21436802662783855,-0.013050409188561473,-0.08600461520047038,0.10035522205940413
US,US_10-20kHz__spectral_bandwidth,0.1859769001031384,-0.07065982530009776,0.16916034554325654,0.16616283007288743,0.12535622799753413,0.22097112529028357,-0.01882888879741902,-0.09250008889724343,0.09277144138659361
US,US_10-20kHz__spectral_skewness,-0.1854158785873044,0.07060820590085318,-0.16862224218304334,-0.1659080784937315,-0.22022358401752345,-0.12512551174644562,0.019145673525173816,-0.09286188095918665,0.09241781591164158
US,US_10-20kHz__spectral_kurtosis,-0.18560932264515112,0.07058324695258635,-0.16878665669722961,-0.16603229430909705,-0.22058576108119934,-0.1252205672911153,0.018996506014636413,-0.09291503606998879,0.09230811859750579
US,US_10-20kHz__spectral_flatness,0.18320963666650197,-0.07033564341848958,0.16648540699868508,0.16495660997847703,0.12470766680121914,0.21692229876484587,-0.019234115639510423,-0.09107159868845854,0.09264779526674599
